Tên acc,Mã VN,SĐT,Pass,Họ,Tên,Mã GT,Mã mời,Fix
Pi 765,+84,2363596174,Nxnit@0765,Nguyễn,Văn Trinh,Xuannxn0765,thanhnd1982,1
Pi 766,+84,2363596175,Nxnit@0766,Lý,Văn Sơn,Xuannxn0766,thanhnd1982,1
Pi 767,+84,2363596176,Nxnit@0767,Nguyễn,Thị Trinh,Xuannxn0767,thanhnd1982,1
Pi 768,+84,2363596177,Nxnit@0768,Mạc,Tấn Nguyệt,Xuannxn0768,thanhnd1982,1
Pi 769,+84,2363596178,Nxnit@0769,Lý,Xuân Thức,Xuannxn0769,thanhnd1982,1
Pi 770,+84,2363596179,Nxnit@0770,Mạc,Thị Mai,Xuannxn0770,thanhnd1982,1
Pi 771,+84,2363596180,Nxnit@0771,Bế,Thị Mai,Xuannxn0771,thanhnd1982,1
Pi 772,+84,2363596181,Nxnit@0772,Phan,Thị Trinh,Xuannxn0772,thanhnd1982,1
Pi 773,+84,2363596182,Nxnit@0773,Võ,Văn Quân,Xuannxn0773,thanhnd1982,1
Pi 774,+84,2363596183,Nxnit@0774,Bế,Chí Thủy,Xuannxn0774,thanhnd1982,1
Pi 775,+84,2363596184,Nxnit@0775,Phan,Văn Hải,Xuannxn0775,thanhnd1982,1
Pi 776,+84,2363596185,Nxnit@0776,Bế,Xuân Quân,Xuannxn0776,thanhnd1982,1
Pi 777,+84,2363596186,Nxnit@0777,Cao,Xuân Mai,Xuannxn0777,thanhnd1982,1
Pi 778,+84,2363596187,Nxnit@0778,Phan,Xuân Trinh,Xuannxn0778,thanhnd1982,1
Pi 779,+84,2363596188,Nxnit@0779,Cao,Minh Thủy,Xuannxn0779,thanhnd1982,1
Pi 780,+84,2363596189,Nxnit@0780,Mạc,Văn Thủy,Xuannxn0780,thanhnd1982,1
Pi 781,+84,2363596190,Nxnit@0781,Nguyễn,Thị Quân,Xuannxn0781,thanhnd1982,1
Pi 782,+84,2363596191,Nxnit@0782,Phùng,Tấn Sơn,Xuannxn0782,thanhnd1982,1
Pi 783,+84,2363596192,Nxnit@0783,Nguyễn,Xuân Nguyệt,Xuannxn0783,thanhnd1982,1
Pi 784,+84,2363596193,Nxnit@0784,Phùng,Chí Thủy,Xuannxn0784,thanhnd1982,1
Pi 785,+84,2363596194,Nxnit@0785,Nguyễn,Chí Thủy,Xuannxn0785,thanhnd1982,1
Pi 786,+84,2363596195,Nxnit@0786,Nguyễn,Thị Trinh,Xuannxn0786,thanhnd1982,1
Pi 787,+84,2363596196,Nxnit@0787,Phan,Tấn Thủy,Xuannxn0787,thanhnd1982,1
Pi 788,+84,2363596197,Nxnit@0788,Cao,Xuân Sơn,Xuannxn0788,thanhnd1982,1
Pi 789,+84,2363596198,Nxnit@0789,Nguyễn,Văn Quân,Xuannxn0789,thanhnd1982,1
Pi 790,+84,2363596199,Nxnit@0790,Nguyễn,Văn Nguyệt,Xuannxn0790,thanhnd1982,1
Pi 791,+84,2363596200,Nxnit@0791,Mạc,Tấn Mai,Xuannxn0791,thanhnd1982,1
Pi 792,+84,2363596201,Nxnit@0792,Võ,Chí Mai,Xuannxn0792,thanhnd1982,1
Pi 793,+84,2363596202,Nxnit@0793,Bế,Chí Hải,Xuannxn0793,thanhnd1982,1
Pi 794,+84,2363596203,Nxnit@0794,Cao,Xuân Trinh,Xuannxn0794,thanhnd1982,1
Pi 795,+84,2363596204,Nxnit@0795,Phùng,Văn Hải,Xuannxn0795,thanhnd1982,1
Pi 796,+84,2363596205,Nxnit@0796,Võ,Thị Nguyệt,Xuannxn0796,thanhnd1982,1
Pi 797,+84,2363596206,Nxnit@0797,Mạc,Văn Hải,Xuannxn0797,thanhnd1982,1
Pi 798,+84,2363596207,Nxnit@0798,Võ,Chí Hải,Xuannxn0798,thanhnd1982,1
Pi 799,+84,2363596208,Nxnit@0799,Cao,Thị Mai,Xuannxn0799,thanhnd1982,1
Pi 800,+84,2363596209,Nxnit@0800,Lý,Bá Hải,Xuannxn0800,thanhnd1982,1
Pi 801,+84,2363596210,Nxnit@0801,Lý,Tấn Thủy,Xuannxn0801,thanhnd1982,1
Pi 802,+84,2363596211,Nxnit@0802,Nguyễn,Minh Nguyệt,Xuannxn0802,thanhnd1982,1
Pi 803,+84,2363596212,Nxnit@0803,Bế,Xuân Mai,Xuannxn0803,thanhnd1982,1
Pi 804,+84,2363596213,Nxnit@0804,Phùng,Thị Thức,Xuannxn0804,thanhnd1982,1
Pi 805,+84,2363596214,Nxnit@0805,Bế,Văn Thủy,Xuannxn0805,thanhnd1982,1
Pi 806,+84,2363596215,Nxnit@0806,Phùng,Văn Sơn,Xuannxn0806,thanhnd1982,1
Pi 807,+84,2363596216,Nxnit@0807,Mạc,Minh Mai,Xuannxn0807,thanhnd1982,1
Pi 808,+84,2363596217,Nxnit@0808,Lý,Văn Nguyệt,Xuannxn0808,thanhnd1982,1
Pi 809,+84,2363596218,Nxnit@0809,Phan,Văn Thức,Xuannxn0809,thanhnd1982,1
Pi 810,+84,2363596219,Nxnit@0810,Phùng,Văn Sơn,Xuannxn0810,thanhnd1982,1
Pi 811,+84,2363596220,Nxnit@0811,Nguyễn,Chí Thủy,Xuannxn0811,thanhnd1982,1
Pi 812,+84,2363596221,Nxnit@0812,Phùng,Minh Sơn,Xuannxn0812,thanhnd1982,1
Pi 813,+84,2363596222,Nxnit@0813,Mạc,Bá Thức,Xuannxn0813,thanhnd1982,1
Pi 814,+84,2363596223,Nxnit@0814,Mạc,Tấn Mai,Xuannxn0814,thanhnd1982,1
Pi 815,+84,2363596224,Nxnit@0815,Bế,Chí Thức,Xuannxn0815,thanhnd1982,1
Pi 816,+84,2363596225,Nxnit@0816,Phùng,Văn Hải,Xuannxn0816,thanhnd1982,1
Pi 817,+84,2363596226,Nxnit@0817,Mạc,Thị Thủy,Xuannxn0817,thanhnd1982,1
Pi 818,+84,2363596227,Nxnit@0818,Võ,Thị Nguyệt,Xuannxn0818,thanhnd1982,1
Pi 819,+84,2363596228,Nxnit@0819,Nguyễn,Thị Sơn,Xuannxn0819,thanhnd1982,1
Pi 820,+84,2363596229,Nxnit@0820,Lý,Chí Nguyệt,Xuannxn0820,thanhnd1982,1
Pi 821,+84,2363596230,Nxnit@0821,Bế,Văn Quân,Xuannxn0821,thanhnd1982,1
Pi 822,+84,2363596231,Nxnit@0822,Mạc,Xuân Quân,Xuannxn0822,thanhnd1982,1
Pi 823,+84,2363596232,Nxnit@0823,Cao,Văn Hải,Xuannxn0823,thanhnd1982,1
Pi 824,+84,2363596233,Nxnit@0824,Phan,Bá Hải,Xuannxn0824,thanhnd1982,1
Pi 825,+84,2363596234,Nxnit@0825,Cao,Chí Trinh,Xuannxn0825,thanhnd1982,1
Pi 826,+84,2363596235,Nxnit@0826,Phùng,Bá Sơn,Xuannxn0826,thanhnd1982,1
Pi 827,+84,2363596236,Nxnit@0827,Nguyễn,Xuân Mai,Xuannxn0827,thanhnd1982,1
Pi 828,+84,2363596237,Nxnit@0828,Nguyễn,Minh Thủy,Xuannxn0828,thanhnd1982,1
Pi 829,+84,2363596238,Nxnit@0829,Võ,Xuân Hải,Xuannxn0829,thanhnd1982,1
Pi 830,+84,2363596239,Nxnit@0830,Phùng,Minh Quân,Xuannxn0830,thanhnd1982,1
Pi 831,+84,2363596240,Nxnit@0831,Lý,Chí Mai,Xuannxn0831,thanhnd1982,1
Pi 832,+84,2363596241,Nxnit@0832,Phan,Xuân Trinh,Xuannxn0832,thanhnd1982,1
Pi 833,+84,2363596242,Nxnit@0833,Võ,Tấn Mai,Xuannxn0833,thanhnd1982,1
Pi 834,+84,2363596243,Nxnit@0834,Nguyễn,Tấn Quân,Xuannxn0834,thanhnd1982,1
Pi 835,+84,2363596244,Nxnit@0835,Mạc,Bá Quân,Xuannxn0835,thanhnd1982,1
Pi 836,+84,2363596245,Nxnit@0836,Phùng,Văn Sơn,Xuannxn0836,thanhnd1982,1
Pi 837,+84,2363596246,Nxnit@0837,Mạc,Minh Hải,Xuannxn0837,thanhnd1982,1
Pi 838,+84,2363596247,Nxnit@0838,Bế,Chí Thủy,Xuannxn0838,thanhnd1982,1
Pi 839,+84,2363596248,Nxnit@0839,Mạc,Minh Mai,Xuannxn0839,thanhnd1982,1
Pi 840,+84,2363596249,Nxnit@0840,Phan,Thị Mai,Xuannxn0840,thanhnd1982,1
Pi 841,+84,2363596250,Nxnit@0841,Phan,Văn Sơn,Xuannxn0841,thanhnd1982,1
Pi 842,+84,2363596251,Nxnit@0842,Bế,Bá Thức,Xuannxn0842,thanhnd1982,1
Pi 843,+84,2363596252,Nxnit@0843,Nguyễn,Bá Thức,Xuannxn0843,thanhnd1982,1
Pi 844,+84,2363596253,Nxnit@0844,Phùng,Văn Hải,Xuannxn0844,thanhnd1982,1
Pi 845,+84,2363596254,Nxnit@0845,Mạc,Chí Thức,Xuannxn0845,thanhnd1982,1
Pi 846,+84,2363596255,Nxnit@0846,Mạc,Bá Thủy,Xuannxn0846,thanhnd1982,1
Pi 847,+84,2363596256,Nxnit@0847,Bế,Tấn Thức,Xuannxn0847,thanhnd1982,1
Pi 848,+84,2363596257,Nxnit@0848,Phan,Tấn Mai,Xuannxn0848,thanhnd1982,1
Pi 849,+84,2363596258,Nxnit@0849,Phan,Tấn Hải,Xuannxn0849,thanhnd1982,1
Pi 850,+84,2363596259,Nxnit@0850,Võ,Văn Mai,Xuannxn0850,thanhnd1982,1
Pi 851,+84,2363596260,Nxnit@0851,Lý,Thị Mai,Xuannxn0851,thanhnd1982,1
Pi 852,+84,2363596261,Nxnit@0852,Phùng,Chí Trinh,Xuannxn0852,thanhnd1982,1
Pi 853,+84,2363596262,Nxnit@0853,Cao,Thị Nguyệt,Xuannxn0853,thanhnd1982,1
Pi 854,+84,2363596263,Nxnit@0854,Phùng,Chí Mai,Xuannxn0854,thanhnd1982,1
Pi 855,+84,2363596264,Nxnit@0855,Phan,Văn Trinh,Xuannxn0855,thanhnd1982,1
Pi 856,+84,2363596265,Nxnit@0856,Cao,Bá Hải,Xuannxn0856,thanhnd1982,1
Pi 857,+84,2363596266,Nxnit@0857,Bế,Bá Nguyệt,Xuannxn0857,thanhnd1982,1
Pi 858,+84,2363596267,Nxnit@0858,Võ,Văn Trinh,Xuannxn0858,thanhnd1982,1
Pi 859,+84,2363596268,Nxnit@0859,Bế,Chí Thức,Xuannxn0859,thanhnd1982,1
Pi 860,+84,2363596269,Nxnit@0860,Võ,Bá Nguyệt,Xuannxn0860,thanhnd1982,1
Pi 861,+84,2363596270,Nxnit@0861,Phùng,Thị Hải,Xuannxn0861,thanhnd1982,1
Pi 862,+84,2363596271,Nxnit@0862,Bế,Xuân Sơn,Xuannxn0862,thanhnd1982,1
Pi 863,+84,2363596272,Nxnit@0863,Phùng,Thị Thức,Xuannxn0863,thanhnd1982,1
Pi 864,+84,2363596273,Nxnit@0864,Lý,Xuân Sơn,Xuannxn0864,thanhnd1982,1
Pi 865,+84,2363596274,Nxnit@0865,Lý,Chí Sơn,Xuannxn0865,thanhnd1982,1
Pi 866,+84,2363596275,Nxnit@0866,Mạc,Văn Nguyệt,Xuannxn0866,thanhnd1982,1
Pi 867,+84,2363596276,Nxnit@0867,Võ,Bá Trinh,Xuannxn0867,thanhnd1982,1
Pi 868,+84,2363596277,Nxnit@0868,Mạc,Thị Thủy,Xuannxn0868,thanhnd1982,1
Pi 869,+84,2363596278,Nxnit@0869,Mạc,Tấn Thức,Xuannxn0869,thanhnd1982,1
Pi 870,+84,2363596279,Nxnit@0870,Phùng,Tấn Thủy,Xuannxn0870,thanhnd1982,1
Pi 871,+84,2363596280,Nxnit@0871,Nguyễn,Minh Thức,Xuannxn0871,thanhnd1982,1
Pi 872,+84,2363596281,Nxnit@0872,Phùng,Tấn Thức,Xuannxn0872,thanhnd1982,1
Pi 873,+84,2363596282,Nxnit@0873,Phùng,Minh Trinh,Xuannxn0873,thanhnd1982,1
Pi 874,+84,2363596283,Nxnit@0874,Mạc,Thị Mai,Xuannxn0874,thanhnd1982,1
Pi 875,+84,2363596284,Nxnit@0875,Bế,Thị Mai,Xuannxn0875,thanhnd1982,1
Pi 876,+84,2363596285,Nxnit@0876,Phùng,Văn Thức,Xuannxn0876,thanhnd1982,1
Pi 877,+84,2363596286,Nxnit@0877,Võ,Văn Thức,Xuannxn0877,thanhnd1982,1
Pi 878,+84,2363596287,Nxnit@0878,Mạc,Văn Thủy,Xuannxn0878,thanhnd1982,1
Pi 879,+84,2363596288,Nxnit@0879,Mạc,Văn Trinh,Xuannxn0879,thanhnd1982,1
Pi 880,+84,2363596289,Nxnit@0880,Phan,Tấn Hải,Xuannxn0880,thanhnd1982,1
Pi 881,+84,2363596290,Nxnit@0881,Lý,Chí Mai,Xuannxn0881,thanhnd1982,1
Pi 882,+84,2363596291,Nxnit@0882,Lý,Minh Trinh,Xuannxn0882,thanhnd1982,1
Pi 883,+84,2363596292,Nxnit@0883,Võ,Minh Quân,Xuannxn0883,thanhnd1982,1
Pi 884,+84,2363596293,Nxnit@0884,Nguyễn,Tấn Trinh,Xuannxn0884,thanhnd1982,1
Pi 885,+84,2363596294,Nxnit@0885,Võ,Chí Nguyệt,Xuannxn0885,thanhnd1982,1
Pi 886,+84,2363596295,Nxnit@0886,Phan,Tấn Sơn,Xuannxn0886,thanhnd1982,1
Pi 887,+84,2363596296,Nxnit@0887,Cao,Minh Nguyệt,Xuannxn0887,thanhnd1982,1
Pi 888,+84,2363596297,Nxnit@0888,Lý,Tấn Thức,Xuannxn0888,thanhnd1982,1
Pi 889,+84,2363596298,Nxnit@0889,Cao,Chí Quân,Xuannxn0889,thanhnd1982,1
Pi 890,+84,2363596299,Nxnit@0890,Mạc,Tấn Nguyệt,Xuannxn0890,thanhnd1982,1
Pi 891,+84,2363596300,Nxnit@0891,Mạc,Tấn Trinh,Xuannxn0891,thanhnd1982,1
Pi 892,+84,2363596301,Nxnit@0892,Phùng,Văn Sơn,Xuannxn0892,thanhnd1982,1
Pi 893,+84,2363596302,Nxnit@0893,Mạc,Bá Trinh,Xuannxn0893,thanhnd1982,1
Pi 894,+84,2363596303,Nxnit@0894,Phùng,Minh Quân,Xuannxn0894,thanhnd1982,1
Pi 895,+84,2363596304,Nxnit@0895,Nguyễn,Bá Trinh,Xuannxn0895,thanhnd1982,1
Pi 896,+84,2363596305,Nxnit@0896,Lý,Thị Trinh,Xuannxn0896,thanhnd1982,1
Pi 897,+84,2363596306,Nxnit@0897,Phùng,Tấn Nguyệt,Xuannxn0897,thanhnd1982,1
Pi 898,+84,2363596307,Nxnit@0898,Cao,Minh Trinh,Xuannxn0898,thanhnd1982,1
Pi 899,+84,2363596308,Nxnit@0899,Phan,Bá Hải,Xuannxn0899,thanhnd1982,1
Pi 900,+84,2363596309,Nxnit@0900,Cao,Tấn Thức,Xuannxn0900,thanhnd1982,1
Pi 901,+84,2363596310,Nxnit@0901,Nguyễn,Bá Sơn,Xuannxn0901,thanhnd1982,1
Pi 902,+84,2363596311,Nxnit@0902,Mạc,Xuân Quân,Xuannxn0902,thanhnd1982,1
Pi 903,+84,2363596312,Nxnit@0903,Mạc,Chí Nguyệt,Xuannxn0903,thanhnd1982,1
Pi 904,+84,2363596313,Nxnit@0904,Bế,Chí Hải,Xuannxn0904,thanhnd1982,1
Pi 905,+84,2363596314,Nxnit@0905,Mạc,Thị Sơn,Xuannxn0905,thanhnd1982,1
Pi 906,+84,2363596315,Nxnit@0906,Phan,Bá Thủy,Xuannxn0906,thanhnd1982,1
Pi 907,+84,2363596316,Nxnit@0907,Võ,Xuân Sơn,Xuannxn0907,thanhnd1982,1
Pi 908,+84,2363596317,Nxnit@0908,Mạc,Văn Thủy,Xuannxn0908,thanhnd1982,1
Pi 909,+84,2363596318,Nxnit@0909,Nguyễn,Xuân Mai,Xuannxn0909,thanhnd1982,1
Pi 910,+84,2363596319,Nxnit@0910,Mạc,Xuân Mai,Xuannxn0910,thanhnd1982,1
Pi 911,+84,2363596320,Nxnit@0911,Võ,Thị Hải,Xuannxn0911,thanhnd1982,1
Pi 912,+84,2363596321,Nxnit@0912,Võ,Thị Sơn,Xuannxn0912,thanhnd1982,1
Pi 913,+84,2363596322,Nxnit@0913,Lý,Bá Sơn,Xuannxn0913,thanhnd1982,1
Pi 914,+84,2363596323,Nxnit@0914,Phùng,Tấn Mai,Xuannxn0914,thanhnd1982,1
Pi 915,+84,2363596324,Nxnit@0915,Phan,Xuân Thủy,Xuannxn0915,thanhnd1982,1
Pi 916,+84,2363596325,Nxnit@0916,Bế,Chí Quân,Xuannxn0916,thanhnd1982,1
Pi 917,+84,2363596326,Nxnit@0917,Mạc,Xuân Thủy,Xuannxn0917,thanhnd1982,1
Pi 918,+84,2363596327,Nxnit@0918,Cao,Xuân Nguyệt,Xuannxn0918,thanhnd1982,1
Pi 919,+84,2363596328,Nxnit@0919,Phan,Văn Quân,Xuannxn0919,thanhnd1982,1
Pi 920,+84,2363596329,Nxnit@0920,Phùng,Chí Thủy,Xuannxn0920,thanhnd1982,1
Pi 921,+84,2363596330,Nxnit@0921,Cao,Bá Trinh,Xuannxn0921,thanhnd1982,1
Pi 922,+84,2363596331,Nxnit@0922,Nguyễn,Bá Thủy,Xuannxn0922,thanhnd1982,1
Pi 923,+84,2363596332,Nxnit@0923,Phùng,Bá Trinh,Xuannxn0923,thanhnd1982,1
Pi 924,+84,2363596333,Nxnit@0924,Phùng,Bá Sơn,Xuannxn0924,thanhnd1982,1
Pi 925,+84,2363596334,Nxnit@0925,Lý,Minh Thủy,Xuannxn0925,thanhnd1982,1
Pi 926,+84,2363596335,Nxnit@0926,Lý,Tấn Trinh,Xuannxn0926,thanhnd1982,1
Pi 927,+84,2363596336,Nxnit@0927,Phan,Xuân Quân,Xuannxn0927,thanhnd1982,1
Pi 928,+84,2363596337,Nxnit@0928,Nguyễn,Tấn Thức,Xuannxn0928,thanhnd1982,1
Pi 929,+84,2363596338,Nxnit@0929,Võ,Bá Nguyệt,Xuannxn0929,thanhnd1982,1
Pi 930,+84,2363596339,Nxnit@0930,Mạc,Bá Sơn,Xuannxn0930,thanhnd1982,1
Pi 931,+84,2363596340,Nxnit@0931,Mạc,Văn Thức,Xuannxn0931,thanhnd1982,1
Pi 932,+84,2363596341,Nxnit@0932,Cao,Bá Trinh,Xuannxn0932,thanhnd1982,1
Pi 933,+84,2363596342,Nxnit@0933,Bế,Chí Trinh,Xuannxn0933,thanhnd1982,1
Pi 934,+84,2363596343,Nxnit@0934,Bế,Minh Sơn,Xuannxn0934,thanhnd1982,1
Pi 935,+84,2363596344,Nxnit@0935,Cao,Minh Thức,Xuannxn0935,thanhnd1982,1
Pi 936,+84,2363596345,Nxnit@0936,Cao,Văn Nguyệt,Xuannxn0936,thanhnd1982,1
Pi 937,+84,2363596346,Nxnit@0937,Lý,Chí Thức,Xuannxn0937,thanhnd1982,1
Pi 938,+84,2363596347,Nxnit@0938,Bế,Xuân Mai,Xuannxn0938,thanhnd1982,1
Pi 939,+84,2363596348,Nxnit@0939,Bế,Xuân Quân,Xuannxn0939,thanhnd1982,1
Pi 940,+84,2363596349,Nxnit@0940,Phùng,Chí Thủy,Xuannxn0940,thanhnd1982,1
Pi 941,+84,2363596350,Nxnit@0941,Lý,Xuân Sơn,Xuannxn0941,thanhnd1982,1
Pi 942,+84,2363596351,Nxnit@0942,Nguyễn,Bá Quân,Xuannxn0942,thanhnd1982,1
Pi 943,+84,2363596352,Nxnit@0943,Bế,Văn Thức,Xuannxn0943,thanhnd1982,1
Pi 944,+84,2363596353,Nxnit@0944,Phùng,Tấn Quân,Xuannxn0944,thanhnd1982,1
Pi 945,+84,2363596354,Nxnit@0945,Võ,Minh Trinh,Xuannxn0945,thanhnd1982,1
Pi 946,+84,2363596355,Nxnit@0946,Nguyễn,Văn Nguyệt,Xuannxn0946,thanhnd1982,1
Pi 947,+84,2363596356,Nxnit@0947,Bế,Văn Thủy,Xuannxn0947,thanhnd1982,1
Pi 948,+84,2363596357,Nxnit@0948,Lý,Xuân Hải,Xuannxn0948,thanhnd1982,1
Pi 949,+84,2363596358,Nxnit@0949,Lý,Minh Nguyệt,Xuannxn0949,thanhnd1982,1
Pi 950,+84,2363596359,Nxnit@0950,Mạc,Văn Sơn,Xuannxn0950,thanhnd1982,1
Pi 951,+84,2363596360,Nxnit@0951,Lý,Chí Hải,Xuannxn0951,thanhnd1982,1
Pi 952,+84,2363596361,Nxnit@0952,Cao,Tấn Thức,Xuannxn0952,thanhnd1982,1
Pi 953,+84,2363596362,Nxnit@0953,Phan,Tấn Mai,Xuannxn0953,thanhnd1982,1
Pi 954,+84,2363596363,Nxnit@0954,Lý,Thị Trinh,Xuannxn0954,thanhnd1982,1
Pi 955,+84,2363596364,Nxnit@0955,Bế,Văn Quân,Xuannxn0955,thanhnd1982,1
Pi 956,+84,2363596365,Nxnit@0956,Cao,Tấn Hải,Xuannxn0956,thanhnd1982,1
Pi 957,+84,2363596366,Nxnit@0957,Lý,Văn Mai,Xuannxn0957,thanhnd1982,1
Pi 958,+84,2363596367,Nxnit@0958,Nguyễn,Văn Sơn,Xuannxn0958,thanhnd1982,1
Pi 959,+84,2363596368,Nxnit@0959,Mạc,Tấn Mai,Xuannxn0959,thanhnd1982,1
Pi 960,+84,2363596369,Nxnit@0960,Phùng,Bá Hải,Xuannxn0960,thanhnd1982,1
Pi 961,+84,2363596370,Nxnit@0961,Phan,Văn Trinh,Xuannxn0961,thanhnd1982,1
Pi 962,+84,2363596371,Nxnit@0962,Nguyễn,Tấn Mai,Xuannxn0962,thanhnd1982,1
Pi 963,+84,2363596372,Nxnit@0963,Phan,Minh Sơn,Xuannxn0963,thanhnd1982,1
Pi 964,+84,2363596373,Nxnit@0964,Phan,Chí Nguyệt,Xuannxn0964,thanhnd1982,1
Pi 965,+84,2363596374,Nxnit@0965,Bế,Bá Thủy,Xuannxn0965,thanhnd1982,1
Pi 966,+84,2363596375,Nxnit@0966,Nguyễn,Văn Quân,Xuannxn0966,thanhnd1982,1
Pi 967,+84,2363596376,Nxnit@0967,Bế,Tấn Sơn,Xuannxn0967,thanhnd1982,1
Pi 968,+84,2363596377,Nxnit@0968,Nguyễn,Bá Trinh,Xuannxn0968,thanhnd1982,1
Pi 969,+84,2363596378,Nxnit@0969,Cao,Văn Sơn,Xuannxn0969,thanhnd1982,1
Pi 970,+84,2363596379,Nxnit@0970,Phan,Chí Trinh,Xuannxn0970,thanhnd1982,1
Pi 971,+84,2363596380,Nxnit@0971,Bế,Tấn Thủy,Xuannxn0971,thanhnd1982,1
Pi 972,+84,2363596381,Nxnit@0972,Võ,Tấn Mai,Xuannxn0972,thanhnd1982,1
Pi 973,+84,2363596382,Nxnit@0973,Võ,Tấn Nguyệt,Xuannxn0973,thanhnd1982,1
Pi 974,+84,2363596383,Nxnit@0974,Phan,Minh Thủy,Xuannxn0974,thanhnd1982,1
Pi 975,+84,2363596384,Nxnit@0975,Mạc,Minh Sơn,Xuannxn0975,thanhnd1982,1
Pi 976,+84,2363596385,Nxnit@0976,Mạc,Chí Nguyệt,Xuannxn0976,thanhnd1982,1
Pi 977,+84,2363596386,Nxnit@0977,Phan,Tấn Mai,Xuannxn0977,thanhnd1982,1
Pi 978,+84,2363596387,Nxnit@0978,Lý,Minh Thủy,Xuannxn0978,thanhnd1982,1
Pi 979,+84,2363596388,Nxnit@0979,Cao,Tấn Thủy,Xuannxn0979,thanhnd1982,1
Pi 980,+84,2363596389,Nxnit@0980,Võ,Xuân Hải,Xuannxn0980,thanhnd1982,1
Pi 981,+84,2363596390,Nxnit@0981,Mạc,Chí Quân,Xuannxn0981,thanhnd1982,1
Pi 982,+84,2363596391,Nxnit@0982,Lý,Bá Nguyệt,Xuannxn0982,thanhnd1982,1
Pi 983,+84,2363596392,Nxnit@0983,Phan,Tấn Mai,Xuannxn0983,thanhnd1982,1
Pi 984,+84,2363596393,Nxnit@0984,Võ,Chí Thức,Xuannxn0984,thanhnd1982,1
Pi 985,+84,2363596394,Nxnit@0985,Nguyễn,Thị Mai,Xuannxn0985,thanhnd1982,1
Pi 986,+84,2363596395,Nxnit@0986,Nguyễn,Minh Nguyệt,Xuannxn0986,thanhnd1982,1
Pi 987,+84,2363596396,Nxnit@0987,Phan,Minh Hải,Xuannxn0987,thanhnd1982,1
Pi 988,+84,2363596397,Nxnit@0988,Cao,Xuân Trinh,Xuannxn0988,thanhnd1982,1
Pi 989,+84,2363596398,Nxnit@0989,Lý,Chí Thủy,Xuannxn0989,thanhnd1982,1
Pi 990,+84,2363596399,Nxnit@0990,Lý,Tấn Quân,Xuannxn0990,thanhnd1982,1
Pi 991,+84,2363596400,Nxnit@0991,Phan,Minh Mai,Xuannxn0991,thanhnd1982,1
Pi 992,+84,2363596401,Nxnit@0992,Cao,Minh Quân,Xuannxn0992,thanhnd1982,1
Pi 993,+84,2363596402,Nxnit@0993,Phùng,Minh Quân,Xuannxn0993,thanhnd1982,1
Pi 994,+84,2363596403,Nxnit@0994,Cao,Thị Trinh,Xuannxn0994,thanhnd1982,1
Pi 995,+84,2363596404,Nxnit@0995,Phùng,Xuân Thức,Xuannxn0995,thanhnd1982,1
Pi 996,+84,2363596405,Nxnit@0996,Mạc,Tấn Trinh,Xuannxn0996,thanhnd1982,1
Pi 997,+84,2363596406,Nxnit@0997,Phùng,Tấn Nguyệt,Xuannxn0997,thanhnd1982,1
Pi 998,+84,2363596407,Nxnit@0998,Bế,Thị Trinh,Xuannxn0998,thanhnd1982,1
Pi 999,+84,2363596408,Nxnit@0999,Lý,Thị Sơn,Xuannxn0999,thanhnd1982,1
Pi 1000,+84,2363596409,Nxnit@1000,Bế,Chí Thức,Xuannxn1000,thanhnd1982,1
